uniprot_id,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_TN,PCP_SM,PCP_LR
P54833,0.119,0.103,0.778,0.188,0.553,0.462,0.049,0.088,0.103,0.119,0.778,0.523,0.204,0.356,0.116,0.049,0.255,0.526,0.474
P54840,0.149,0.126,0.724,0.221,0.457,0.384,0.044,0.094,0.126,0.149,0.724,0.471,0.239,0.336,0.117,0.053,0.198,0.503,0.497
P54904,0.138,0.119,0.743,0.185,0.54,0.471,0.12,0.065,0.119,0.138,0.743,0.497,0.276,0.374,0.119,0.028,0.272,0.541,0.459
P55055,0.117,0.121,0.762,0.216,0.5,0.4,0.062,0.106,0.121,0.117,0.762,0.5,0.225,0.362,0.114,0.039,0.22,0.506,0.494
P55058,0.113,0.043,0.844,0.232,0.563,0.413,0.049,0.147,0.043,0.113,0.844,0.612,0.211,0.251,0.131,0.061,0.196,0.434,0.566
P55072,0.165,0.149,0.686,0.141,0.529,0.494,0.051,0.024,0.149,0.165,0.686,0.537,0.231,0.333,0.082,0.035,0.2,0.51,0.49
P55085,0.106,0.09,0.805,0.276,0.481,0.425,0.082,0.064,0.09,0.106,0.805,0.479,0.235,0.425,0.23,0.02,0.35,0.679,0.321
P55097,0.11,0.098,0.792,0.222,0.528,0.457,0.051,0.076,0.098,0.11,0.792,0.521,0.203,0.342,0.125,0.042,0.269,0.557,0.443
P55156,0.153,0.147,0.7,0.213,0.445,0.355,0.028,0.087,0.147,0.153,0.7,0.475,0.223,0.358,0.14,0.043,0.187,0.443,0.557
P55157,0.096,0.131,0.773,0.225,0.504,0.425,0.047,0.121,0.131,0.096,0.773,0.489,0.188,0.388,0.133,0.02,0.247,0.516,0.484
P55201,0.112,0.114,0.774,0.209,0.523,0.42,0.05,0.109,0.114,0.112,0.774,0.515,0.204,0.328,0.095,0.064,0.242,0.485,0.515
P55210,0.116,0.076,0.808,0.243,0.551,0.441,0.037,0.138,0.076,0.116,0.808,0.585,0.167,0.288,0.121,0.045,0.189,0.404,0.596
P55211,0.128,0.135,0.737,0.23,0.483,0.435,0.062,0.053,0.135,0.128,0.737,0.53,0.214,0.351,0.132,0.04,0.219,0.488,0.512
P55212,0.155,0.106,0.739,0.201,0.433,0.36,0.025,0.108,0.106,0.155,0.739,0.414,0.284,0.306,0.114,0.033,0.207,0.47,0.53
P55213,0.13,0.111,0.759,0.228,0.498,0.411,0.053,0.093,0.111,0.13,0.759,0.509,0.216,0.333,0.125,0.053,0.227,0.472,0.528
P55263,0.219,0.105,0.676,0.171,0.457,0.381,0.038,0.086,0.105,0.219,0.676,0.419,0.305,0.333,0.086,0.057,0.219,0.429,0.571
P55772,0.118,0.127,0.755,0.199,0.495,0.417,0.03,0.088,0.127,0.118,0.755,0.489,0.208,0.317,0.115,0.054,0.26,0.526,0.474
P55786,0.087,0.042,0.872,0.239,0.612,0.507,0.048,0.11,0.042,0.087,0.872,0.633,0.155,0.287,0.125,0.06,0.26,0.504,0.496
P55789,0.195,0.156,0.649,0.205,0.424,0.327,0.068,0.088,0.156,0.195,0.649,0.463,0.283,0.361,0.102,0.073,0.263,0.527,0.473
P55826,0.125,0.138,0.737,0.213,0.481,0.406,0.054,0.082,0.138,0.125,0.737,0.478,0.222,0.381,0.12,0.029,0.211,0.501,0.499
P55859,0.178,0.182,0.64,0.175,0.417,0.365,0.022,0.06,0.182,0.178,0.64,0.419,0.248,0.379,0.098,0.017,0.211,0.434,0.566
P55899,0.075,0.113,0.812,0.279,0.467,0.422,0.03,0.083,0.113,0.075,0.812,0.47,0.171,0.425,0.176,0.013,0.271,0.626,0.374
P55926,0.148,0.134,0.718,0.225,0.453,0.374,0.052,0.09,0.134,0.148,0.718,0.468,0.239,0.352,0.12,0.044,0.184,0.455,0.545
P56068,0.142,0.123,0.735,0.117,0.593,0.549,0.043,0.049,0.123,0.142,0.735,0.531,0.21,0.315,0.062,0.019,0.302,0.549,0.451
P56073,0.177,0.111,0.712,0.189,0.507,0.461,0.125,0.03,0.111,0.177,0.712,0.491,0.318,0.349,0.118,0.062,0.287,0.545,0.455
P56109,0.122,0.119,0.759,0.222,0.507,0.438,0.057,0.068,0.119,0.122,0.759,0.515,0.208,0.364,0.123,0.056,0.268,0.52,0.48
P56192,0.112,0.101,0.788,0.214,0.536,0.431,0.061,0.105,0.101,0.112,0.788,0.565,0.21,0.315,0.136,0.048,0.173,0.481,0.519
P56199,0.129,0.049,0.823,0.27,0.512,0.396,0.044,0.139,0.049,0.129,0.823,0.566,0.213,0.283,0.183,0.036,0.249,0.468,0.532
P56221,0.131,0.114,0.755,0.198,0.519,0.444,0.029,0.07,0.114,0.131,0.755,0.495,0.199,0.366,0.111,0.051,0.269,0.52,0.48
P56373,0.093,0.044,0.863,0.224,0.621,0.519,0.055,0.093,0.044,0.093,0.863,0.615,0.166,0.312,0.137,0.05,0.286,0.513,0.487
P56389,0.115,0.041,0.844,0.261,0.537,0.417,0.043,0.136,0.041,0.115,0.844,0.57,0.205,0.276,0.171,0.046,0.274,0.496,0.504
P56450,0.134,0.098,0.768,0.276,0.447,0.367,0.106,0.094,0.098,0.134,0.768,0.474,0.286,0.367,0.169,0.046,0.223,0.541,0.459
P56470,0.133,0.112,0.755,0.178,0.541,0.444,0.06,0.1,0.112,0.133,0.755,0.52,0.23,0.32,0.079,0.06,0.242,0.495,0.505
P56481,0.096,0.045,0.86,0.245,0.594,0.484,0.042,0.113,0.045,0.096,0.86,0.612,0.158,0.293,0.149,0.06,0.272,0.49,0.51
P56483,0.087,0.061,0.852,0.243,0.539,0.461,0.07,0.087,0.061,0.087,0.852,0.522,0.226,0.313,0.122,0.061,0.287,0.565,0.435
P56485,0.136,0.127,0.737,0.206,0.499,0.4,0.083,0.107,0.127,0.136,0.737,0.481,0.252,0.341,0.101,0.046,0.214,0.416,0.584
P56524,0.189,0.156,0.655,0.271,0.342,0.298,0.061,0.042,0.156,0.189,0.655,0.389,0.292,0.415,0.161,0.053,0.229,0.475,0.525
P56526,0.147,0.145,0.709,0.281,0.383,0.326,0.074,0.053,0.145,0.147,0.709,0.41,0.265,0.433,0.174,0.054,0.246,0.507,0.493
P56528,0.118,0.082,0.8,0.231,0.548,0.475,0.106,0.069,0.082,0.118,0.8,0.509,0.245,0.377,0.152,0.035,0.298,0.552,0.448
P56545,0.11,0.058,0.831,0.225,0.582,0.481,0.065,0.119,0.058,0.11,0.831,0.564,0.2,0.306,0.137,0.047,0.321,0.535,0.465
P56560,0.136,0.142,0.722,0.236,0.447,0.366,0.042,0.113,0.142,0.136,0.722,0.463,0.217,0.369,0.107,0.052,0.194,0.479,0.521
P56634,0.142,0.137,0.721,0.241,0.436,0.362,0.065,0.074,0.137,0.142,0.721,0.472,0.25,0.384,0.159,0.043,0.225,0.492,0.508
P56658,0.198,0.198,0.605,0.188,0.39,0.34,0.057,0.045,0.198,0.198,0.605,0.406,0.281,0.395,0.106,0.034,0.164,0.387,0.613
P56677,0.126,0.108,0.766,0.256,0.462,0.374,0.053,0.104,0.108,0.126,0.766,0.481,0.227,0.367,0.144,0.063,0.276,0.568,0.432
P56690,0.158,0.135,0.707,0.166,0.486,0.401,0.043,0.102,0.135,0.158,0.707,0.483,0.255,0.305,0.077,0.037,0.177,0.448,0.552
P56696,0.147,0.092,0.761,0.222,0.527,0.443,0.06,0.092,0.092,0.147,0.761,0.508,0.22,0.348,0.138,0.037,0.272,0.509,0.491
P56703,0.112,0.126,0.762,0.263,0.469,0.408,0.093,0.055,0.126,0.112,0.762,0.491,0.236,0.406,0.189,0.034,0.248,0.56,0.44
P56704,0.147,0.114,0.739,0.198,0.515,0.411,0.061,0.11,0.114,0.147,0.739,0.515,0.234,0.338,0.122,0.035,0.193,0.432,0.568
P56718,0.13,0.095,0.775,0.225,0.526,0.462,0.091,0.059,0.095,0.13,0.775,0.522,0.245,0.354,0.101,0.08,0.312,0.571,0.429
P56719,0.138,0.113,0.749,0.244,0.46,0.394,0.068,0.07,0.113,0.138,0.749,0.476,0.251,0.345,0.111,0.068,0.234,0.491,0.509
P56726,0.127,0.109,0.763,0.204,0.514,0.426,0.061,0.106,0.109,0.127,0.763,0.515,0.233,0.324,0.123,0.04,0.212,0.501,0.499
P56730,0.112,0.129,0.76,0.248,0.484,0.423,0.1,0.053,0.129,0.112,0.76,0.486,0.24,0.406,0.18,0.032,0.259,0.565,0.435
P56740,0.108,0.096,0.796,0.261,0.505,0.401,0.047,0.113,0.096,0.108,0.796,0.507,0.185,0.397,0.172,0.049,0.251,0.52,0.48
P56817,0.158,0.112,0.73,0.181,0.526,0.467,0.053,0.078,0.112,0.158,0.73,0.506,0.233,0.334,0.114,0.03,0.284,0.519,0.481
P56818,0.147,0.118,0.736,0.198,0.417,0.325,0.031,0.124,0.118,0.147,0.736,0.451,0.298,0.273,0.092,0.049,0.14,0.446,0.554
P56819,0.101,0.071,0.829,0.215,0.579,0.495,0.038,0.101,0.071,0.101,0.829,0.595,0.174,0.269,0.111,0.057,0.28,0.524,0.476
P56937,0.133,0.095,0.772,0.241,0.494,0.402,0.066,0.098,0.095,0.133,0.772,0.462,0.237,0.364,0.142,0.044,0.278,0.516,0.484
P56950,0.121,0.101,0.778,0.196,0.527,0.441,0.063,0.112,0.101,0.121,0.778,0.513,0.239,0.334,0.101,0.029,0.193,0.487,0.513
P57058,0.159,0.144,0.697,0.231,0.412,0.314,0.025,0.097,0.144,0.159,0.697,0.44,0.238,0.368,0.152,0.065,0.224,0.48,0.52
P57059,0.117,0.123,0.76,0.216,0.498,0.399,0.061,0.105,0.123,0.117,0.76,0.499,0.224,0.362,0.113,0.039,0.219,0.505,0.495
P57078,0.16,0.09,0.749,0.281,0.425,0.36,0.051,0.088,0.09,0.16,0.749,0.459,0.255,0.355,0.135,0.077,0.258,0.508,0.492
P57678,0.157,0.135,0.709,0.178,0.491,0.396,0.048,0.057,0.135,0.157,0.709,0.504,0.243,0.361,0.13,0.052,0.196,0.474,0.526
P57764,0.138,0.106,0.757,0.215,0.49,0.412,0.049,0.09,0.106,0.138,0.757,0.496,0.238,0.331,0.124,0.051,0.228,0.479,0.521
P57771,0.13,0.143,0.728,0.276,0.412,0.345,0.061,0.059,0.143,0.13,0.728,0.469,0.23,0.415,0.174,0.052,0.206,0.504,0.496
P57789,0.134,0.106,0.76,0.206,0.507,0.42,0.041,0.091,0.106,0.134,0.76,0.519,0.221,0.349,0.139,0.028,0.232,0.502,0.498
P58022,0.151,0.132,0.716,0.144,0.538,0.478,0.041,0.067,0.132,0.151,0.716,0.495,0.226,0.346,0.106,0.012,0.257,0.529,0.471
P58154,0.16,0.128,0.711,0.23,0.46,0.406,0.08,0.096,0.128,0.16,0.711,0.439,0.262,0.374,0.128,0.021,0.214,0.529,0.471
P58215,0.113,0.11,0.777,0.154,0.607,0.554,0.087,0.06,0.11,0.113,0.777,0.573,0.216,0.329,0.088,0.032,0.31,0.611,0.389
P58295,0.102,0.117,0.782,0.195,0.553,0.515,0.056,0.06,0.117,0.102,0.782,0.519,0.192,0.365,0.139,0.015,0.301,0.605,0.395
P58307,0.121,0.121,0.757,0.194,0.547,0.49,0.136,0.055,0.121,0.121,0.757,0.531,0.275,0.352,0.113,0.032,0.251,0.555,0.445
P58308,0.137,0.135,0.727,0.203,0.475,0.394,0.036,0.108,0.135,0.137,0.727,0.502,0.223,0.304,0.092,0.043,0.149,0.399,0.601
P58335,0.149,0.07,0.781,0.226,0.503,0.411,0.061,0.097,0.07,0.149,0.781,0.569,0.262,0.257,0.14,0.061,0.194,0.49,0.51
P58406,0.126,0.119,0.755,0.204,0.533,0.467,0.064,0.075,0.119,0.126,0.755,0.533,0.209,0.349,0.104,0.031,0.241,0.5,0.5
P58681,0.12,0.091,0.789,0.189,0.581,0.443,0.056,0.141,0.091,0.12,0.789,0.571,0.195,0.301,0.101,0.053,0.219,0.453,0.547
P58735,0.158,0.153,0.688,0.141,0.538,0.46,0.063,0.058,0.153,0.158,0.688,0.52,0.231,0.342,0.078,0.05,0.229,0.5,0.5
P58801,0.146,0.146,0.709,0.236,0.449,0.37,0.047,0.091,0.146,0.146,0.709,0.425,0.217,0.413,0.138,0.047,0.276,0.469,0.531
P59071,0.157,0.116,0.727,0.298,0.38,0.322,0.041,0.116,0.116,0.157,0.727,0.446,0.248,0.314,0.099,0.132,0.314,0.529,0.471
P59264,0.085,0.123,0.792,0.21,0.497,0.408,0.038,0.104,0.123,0.085,0.792,0.431,0.208,0.401,0.11,0.042,0.278,0.597,0.403
P59533,0.154,0.118,0.729,0.226,0.43,0.353,0.041,0.113,0.118,0.154,0.729,0.457,0.267,0.326,0.122,0.032,0.19,0.416,0.584
P59534,0.166,0.135,0.699,0.16,0.515,0.448,0.043,0.061,0.135,0.166,0.699,0.491,0.233,0.344,0.098,0.043,0.282,0.558,0.442
P59535,0.125,0.131,0.744,0.264,0.4,0.326,0.026,0.123,0.131,0.125,0.744,0.414,0.231,0.39,0.138,0.022,0.178,0.48,0.52
P59536,0.118,0.073,0.808,0.223,0.538,0.457,0.05,0.092,0.073,0.118,0.808,0.569,0.216,0.299,0.135,0.055,0.265,0.531,0.469
P59537,0.124,0.059,0.817,0.221,0.568,0.474,0.054,0.087,0.059,0.124,0.817,0.585,0.207,0.279,0.115,0.08,0.256,0.509,0.491
P59538,0.134,0.132,0.734,0.228,0.47,0.387,0.044,0.124,0.132,0.134,0.734,0.463,0.213,0.361,0.108,0.039,0.211,0.483,0.517
P59539,0.1,0.049,0.851,0.243,0.576,0.492,0.039,0.1,0.049,0.1,0.851,0.638,0.172,0.252,0.123,0.071,0.278,0.534,0.466
P59540,0.144,0.103,0.753,0.322,0.356,0.308,0.034,0.096,0.103,0.144,0.753,0.466,0.253,0.322,0.137,0.11,0.274,0.562,0.438
P59541,0.106,0.061,0.832,0.258,0.54,0.457,0.051,0.098,0.061,0.106,0.832,0.601,0.191,0.303,0.173,0.043,0.255,0.508,0.492
P59542,0.117,0.097,0.786,0.253,0.488,0.396,0.039,0.11,0.097,0.117,0.786,0.528,0.201,0.328,0.139,0.061,0.242,0.505,0.495
P59543,0.168,0.109,0.723,0.253,0.442,0.376,0.069,0.066,0.109,0.168,0.723,0.455,0.264,0.392,0.173,0.043,0.266,0.526,0.474
P59544,0.117,0.117,0.765,0.181,0.556,0.478,0.086,0.085,0.117,0.117,0.765,0.522,0.232,0.359,0.104,0.031,0.246,0.517,0.483
P59551,0.11,0.124,0.766,0.285,0.456,0.397,0.107,0.059,0.124,0.11,0.766,0.448,0.242,0.448,0.192,0.031,0.301,0.586,0.414
P59594,0.141,0.105,0.754,0.223,0.488,0.413,0.077,0.06,0.105,0.141,0.754,0.495,0.261,0.353,0.146,0.062,0.257,0.527,0.473
P59722,0.144,0.095,0.761,0.21,0.518,0.417,0.053,0.109,0.095,0.144,0.761,0.514,0.231,0.31,0.113,0.053,0.234,0.474,0.526
P60033,0.136,0.115,0.748,0.237,0.474,0.417,0.122,0.05,0.115,0.136,0.748,0.484,0.295,0.379,0.168,0.03,0.236,0.519,0.481
P60174,0.129,0.116,0.755,0.185,0.538,0.474,0.04,0.068,0.116,0.129,0.755,0.514,0.201,0.365,0.104,0.032,0.281,0.558,0.442
P60472,0.163,0.113,0.724,0.228,0.464,0.401,0.12,0.065,0.113,0.163,0.724,0.424,0.316,0.381,0.13,0.043,0.236,0.511,0.489
P60484,0.143,0.071,0.786,0.2,0.55,0.464,0.007,0.05,0.071,0.143,0.786,0.536,0.186,0.321,0.136,0.064,0.271,0.514,0.486
P60487,0.092,0.08,0.828,0.172,0.609,0.552,0.05,0.046,0.08,0.092,0.828,0.556,0.188,0.345,0.096,0.038,0.314,0.594,0.406
P60568,0.09,0.102,0.808,0.33,0.43,0.351,0.057,0.092,0.102,0.09,0.808,0.498,0.197,0.398,0.174,0.095,0.33,0.575,0.425
P60842,0.157,0.115,0.728,0.197,0.511,0.426,0.062,0.102,0.115,0.157,0.728,0.511,0.239,0.325,0.108,0.03,0.174,0.416,0.584
P60843,0.106,0.117,0.777,0.238,0.512,0.447,0.058,0.062,0.117,0.106,0.777,0.514,0.192,0.396,0.137,0.051,0.281,0.539,0.461
P60932,0.153,0.125,0.722,0.162,0.514,0.431,0.056,0.102,0.125,0.153,0.722,0.514,0.255,0.301,0.069,0.032,0.176,0.5,0.5
P60953,0.145,0.102,0.753,0.272,0.452,0.39,0.087,0.058,0.102,0.145,0.753,0.508,0.261,0.367,0.168,0.066,0.245,0.515,0.485
P61019,0.16,0.06,0.78,0.32,0.4,0.32,0.06,0.08,0.06,0.16,0.78,0.48,0.28,0.42,0.24,0.02,0.16,0.48,0.52
P61026,0.144,0.078,0.778,0.231,0.513,0.407,0.053,0.12,0.078,0.144,0.778,0.529,0.231,0.311,0.133,0.047,0.222,0.453,0.547
P61073,0.12,0.097,0.784,0.253,0.498,0.422,0.055,0.083,0.097,0.12,0.784,0.507,0.208,0.36,0.155,0.059,0.288,0.537,0.463
P61075,0.119,0.045,0.837,0.17,0.628,0.487,0.038,0.128,0.045,0.119,0.837,0.641,0.196,0.221,0.122,0.051,0.189,0.407,0.593
P61076,0.178,0.177,0.645,0.207,0.39,0.326,0.035,0.058,0.177,0.178,0.645,0.413,0.262,0.379,0.103,0.044,0.169,0.401,0.599
P61077,0.201,0.098,0.701,0.189,0.406,0.311,0.02,0.115,0.098,0.201,0.701,0.426,0.328,0.262,0.111,0.029,0.131,0.389,0.611
P61081,0.117,0.067,0.816,0.213,0.565,0.459,0.045,0.112,0.067,0.117,0.816,0.605,0.2,0.264,0.12,0.053,0.227,0.477,0.523
P61088,0.106,0.106,0.788,0.231,0.523,0.436,0.06,0.099,0.106,0.106,0.788,0.504,0.2,0.386,0.149,0.036,0.28,0.571,0.429
P61158,0.124,0.118,0.757,0.216,0.5,0.438,0.044,0.077,0.118,0.124,0.757,0.488,0.21,0.349,0.118,0.053,0.254,0.524,0.476
P61160,0.146,0.106,0.748,0.179,0.514,0.425,0.053,0.083,0.106,0.146,0.748,0.516,0.254,0.315,0.112,0.033,0.189,0.461,0.539
P61168,0.104,0.083,0.813,0.229,0.563,0.444,0.061,0.125,0.083,0.104,0.813,0.615,0.187,0.31,0.151,0.052,0.253,0.511,0.489
P61169,0.147,0.12,0.733,0.206,0.448,0.385,0.036,0.09,0.12,0.147,0.733,0.466,0.262,0.317,0.109,0.041,0.204,0.491,0.509
P61244,0.114,0.108,0.778,0.248,0.485,0.365,0.029,0.132,0.108,0.114,0.778,0.532,0.188,0.313,0.116,0.071,0.184,0.42,0.58
P61316,0.161,0.107,0.732,0.25,0.443,0.375,0.05,0.082,0.107,0.161,0.732,0.496,0.25,0.311,0.114,0.086,0.25,0.489,0.511
P61431,0.1,0.071,0.829,0.276,0.488,0.413,0.069,0.1,0.071,0.1,0.829,0.496,0.234,0.343,0.14,0.067,0.289,0.589,0.411
P61586,0.163,0.144,0.693,0.14,0.513,0.423,0.06,0.082,0.144,0.163,0.693,0.483,0.262,0.326,0.081,0.03,0.178,0.446,0.554
P61793,0.158,0.143,0.699,0.233,0.444,0.361,0.008,0.075,0.143,0.158,0.699,0.519,0.188,0.429,0.188,0.03,0.173,0.504,0.496
P61794,0.119,0.093,0.788,0.222,0.519,0.444,0.063,0.085,0.093,0.119,0.788,0.526,0.23,0.288,0.103,0.063,0.222,0.45,0.55
P61813,0.116,0.143,0.741,0.178,0.539,0.451,0.082,0.092,0.143,0.116,0.741,0.541,0.222,0.337,0.108,0.045,0.249,0.529,0.471
P61814,0.116,0.106,0.777,0.237,0.483,0.393,0.034,0.116,0.106,0.116,0.777,0.514,0.207,0.323,0.127,0.058,0.226,0.532,0.468
P61823,0.152,0.12,0.728,0.205,0.452,0.357,0.028,0.138,0.12,0.152,0.728,0.445,0.251,0.325,0.102,0.021,0.212,0.505,0.495
P61922,0.15,0.114,0.736,0.196,0.496,0.394,0.052,0.098,0.114,0.15,0.736,0.494,0.246,0.334,0.11,0.052,0.226,0.472,0.528
P61964,0.141,0.11,0.749,0.204,0.505,0.411,0.044,0.077,0.11,0.141,0.749,0.519,0.224,0.356,0.135,0.055,0.221,0.486,0.514
P61981,0.132,0.117,0.751,0.218,0.476,0.37,0.024,0.124,0.117,0.132,0.751,0.506,0.213,0.321,0.122,0.044,0.194,0.447,0.553
P62136,0.181,0.145,0.675,0.185,0.478,0.41,0.068,0.1,0.145,0.181,0.675,0.466,0.261,0.341,0.096,0.028,0.153,0.47,0.53
P62139,0.143,0.099,0.758,0.269,0.455,0.382,0.072,0.108,0.099,0.143,0.758,0.5,0.249,0.338,0.135,0.062,0.234,0.52,0.48
P62157,0.119,0.112,0.769,0.25,0.472,0.387,0.048,0.088,0.112,0.119,0.769,0.491,0.214,0.371,0.14,0.063,0.247,0.528,0.472
P62166,0.119,0.126,0.755,0.149,0.567,0.495,0.061,0.059,0.126,0.119,0.755,0.548,0.219,0.31,0.083,0.046,0.24,0.528,0.472
P62330,0.133,0.16,0.707,0.208,0.457,0.38,0.02,0.085,0.16,0.133,0.707,0.468,0.195,0.381,0.124,0.029,0.167,0.434,0.566
P62344,0.127,0.107,0.766,0.23,0.516,0.457,0.079,0.07,0.107,0.127,0.766,0.516,0.227,0.356,0.119,0.04,0.252,0.498,0.502
P62508,0.12,0.093,0.787,0.227,0.537,0.474,0.084,0.075,0.093,0.12,0.787,0.524,0.226,0.362,0.143,0.039,0.292,0.548,0.452
P62509,0.135,0.129,0.737,0.18,0.521,0.449,0.039,0.066,0.129,0.135,0.737,0.515,0.21,0.338,0.117,0.042,0.246,0.527,0.473
P62575,0.128,0.12,0.752,0.2,0.516,0.457,0.076,0.067,0.12,0.128,0.752,0.501,0.241,0.362,0.114,0.028,0.252,0.525,0.475
P62593,0.126,0.047,0.826,0.268,0.509,0.388,0.041,0.138,0.047,0.126,0.826,0.579,0.218,0.253,0.147,0.076,0.203,0.468,0.532
P62615,0.103,0.072,0.825,0.249,0.529,0.428,0.047,0.103,0.072,0.103,0.825,0.59,0.197,0.303,0.17,0.056,0.269,0.538,0.462
P62617,0.113,0.125,0.762,0.217,0.527,0.473,0.051,0.065,0.125,0.113,0.762,0.533,0.182,0.384,0.128,0.018,0.25,0.574,0.426
P62744,0.144,0.116,0.74,0.21,0.497,0.412,0.043,0.074,0.116,0.144,0.74,0.517,0.22,0.336,0.118,0.051,0.206,0.45,0.55
P62805,0.148,0.114,0.738,0.176,0.513,0.416,0.063,0.11,0.114,0.148,0.738,0.517,0.26,0.296,0.097,0.037,0.164,0.44,0.56
P62812,0.106,0.114,0.78,0.22,0.522,0.41,0.053,0.105,0.114,0.106,0.78,0.544,0.197,0.344,0.137,0.055,0.225,0.48,0.52
P62813,0.139,0.13,0.731,0.216,0.472,0.393,0.047,0.075,0.13,0.139,0.731,0.494,0.229,0.338,0.113,0.071,0.246,0.485,0.515
P62826,0.163,0.161,0.676,0.214,0.408,0.33,0.031,0.085,0.161,0.163,0.676,0.404,0.248,0.38,0.123,0.043,0.214,0.457,0.543
P62834,0.137,0.118,0.745,0.222,0.45,0.346,0.035,0.137,0.118,0.137,0.745,0.475,0.246,0.335,0.149,0.024,0.171,0.475,0.525
P62937,0.141,0.152,0.707,0.272,0.37,0.323,0.052,0.048,0.152,0.141,0.707,0.407,0.257,0.43,0.18,0.04,0.236,0.512,0.488
P62942,0.121,0.132,0.746,0.228,0.488,0.399,0.043,0.093,0.132,0.121,0.746,0.497,0.195,0.364,0.13,0.059,0.256,0.529,0.471
P62965,0.113,0.096,0.791,0.222,0.548,0.483,0.09,0.074,0.096,0.113,0.791,0.539,0.224,0.348,0.118,0.046,0.261,0.556,0.444
P62993,0.165,0.128,0.707,0.182,0.476,0.368,0.04,0.131,0.128,0.165,0.707,0.462,0.254,0.322,0.085,0.026,0.177,0.41,0.59
P63000,0.13,0.118,0.751,0.237,0.464,0.37,0.047,0.103,0.118,0.13,0.751,0.492,0.228,0.355,0.153,0.045,0.213,0.514,0.486
P63001,0.111,0.054,0.835,0.19,0.602,0.486,0.054,0.116,0.054,0.111,0.835,0.611,0.207,0.253,0.111,0.045,0.267,0.489,0.511
P63073,0.098,0.053,0.849,0.27,0.522,0.421,0.039,0.128,0.053,0.098,0.849,0.617,0.193,0.255,0.157,0.068,0.22,0.484,0.516
P63085,0.142,0.124,0.734,0.175,0.536,0.445,0.051,0.096,0.124,0.142,0.734,0.524,0.215,0.332,0.097,0.031,0.218,0.47,0.53
P63086,0.156,0.155,0.689,0.189,0.466,0.379,0.04,0.095,0.155,0.156,0.689,0.472,0.23,0.365,0.115,0.04,0.197,0.447,0.553
P63096,0.154,0.134,0.712,0.252,0.428,0.349,0.054,0.113,0.134,0.154,0.712,0.434,0.24,0.387,0.133,0.052,0.259,0.529,0.471
P63098,0.136,0.098,0.766,0.206,0.503,0.376,0.05,0.125,0.098,0.136,0.766,0.519,0.243,0.298,0.118,0.057,0.204,0.457,0.543
P63104,0.175,0.117,0.707,0.266,0.415,0.378,0.106,0.046,0.117,0.175,0.707,0.42,0.307,0.41,0.189,0.023,0.254,0.532,0.468
P63116,0.129,0.121,0.75,0.206,0.494,0.388,0.04,0.104,0.121,0.129,0.75,0.532,0.219,0.32,0.125,0.052,0.19,0.445,0.555
P63146,0.132,0.119,0.748,0.297,0.404,0.341,0.074,0.102,0.119,0.132,0.748,0.454,0.254,0.37,0.137,0.084,0.253,0.53,0.47
P63151,0.157,0.134,0.709,0.215,0.454,0.386,0.089,0.078,0.134,0.157,0.709,0.475,0.286,0.341,0.127,0.034,0.182,0.452,0.548
P63165,0.143,0.114,0.742,0.251,0.439,0.35,0.054,0.096,0.114,0.143,0.742,0.461,0.251,0.375,0.159,0.037,0.206,0.484,0.516
P63279,0.093,0.071,0.837,0.214,0.597,0.49,0.049,0.116,0.071,0.093,0.837,0.604,0.167,0.314,0.123,0.049,0.247,0.492,0.508
P63319,0.123,0.115,0.763,0.162,0.575,0.493,0.09,0.107,0.115,0.123,0.763,0.484,0.239,0.364,0.089,0.027,0.292,0.576,0.424
P67774,0.139,0.139,0.722,0.224,0.468,0.381,0.055,0.117,0.139,0.139,0.722,0.465,0.224,0.36,0.119,0.039,0.199,0.441,0.559
P67775,0.165,0.11,0.726,0.183,0.47,0.39,0.018,0.085,0.11,0.165,0.726,0.488,0.256,0.305,0.104,0.043,0.201,0.476,0.524
P67827,0.133,0.107,0.76,0.159,0.572,0.5,0.09,0.087,0.107,0.133,0.76,0.529,0.251,0.295,0.055,0.029,0.205,0.451,0.549
P67870,0.126,0.13,0.744,0.228,0.474,0.367,0.074,0.121,0.13,0.126,0.744,0.47,0.242,0.33,0.079,0.074,0.191,0.433,0.567
P67871,0.093,0.07,0.837,0.201,0.6,0.462,0.058,0.107,0.07,0.093,0.837,0.652,0.187,0.267,0.129,0.08,0.213,0.49,0.51
P68104,0.15,0.108,0.741,0.292,0.427,0.357,0.078,0.09,0.108,0.15,0.741,0.427,0.25,0.401,0.182,0.04,0.252,0.506,0.494
P68106,0.158,0.168,0.673,0.189,0.439,0.367,0.031,0.077,0.168,0.158,0.673,0.413,0.235,0.388,0.092,0.046,0.199,0.454,0.546
P68135,0.154,0.131,0.715,0.211,0.463,0.382,0.036,0.083,0.131,0.154,0.715,0.504,0.23,0.352,0.143,0.029,0.185,0.47,0.53
P68370,0.113,0.095,0.792,0.238,0.529,0.448,0.089,0.087,0.095,0.113,0.792,0.584,0.227,0.314,0.151,0.054,0.224,0.533,0.467
P68400,0.146,0.138,0.716,0.215,0.475,0.406,0.058,0.071,0.138,0.146,0.716,0.467,0.23,0.361,0.097,0.052,0.26,0.486,0.514
